======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-19 19:27:49
Log file: logs/simulation_20260219_192749.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------
OVERDAMPED MODE: η = 10.0 (rescaled: 1.00e-02)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7341.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 0.3 GeV  →  3H/η = 2.41e-04
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11

Finding thermal VEV at T = 7341.0...
  V'(0) = -3.3898e-08
  V'(VEV) = 7.1194e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = -3.3898e-08
  V'(1e0)   = -3.3899e+02
  V'(1e5)   = -9.9983e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  No barrier: V' < 0 everywhere (spinodal regime)
  Using thermal VEV: 1.0000e+11
  V'(escape) = 7.1194e-31

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/field_states
Figures will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 128×128, Steps: 1000000000, dt: 1.00e-05
Using fused RK2: True
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.8317e-05)
Overdamped mode: ENABLED (η = 10.0, no ringing)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 2.41e-04
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Step 0/1000000000 | t=0.00e+00 | T=7341.0 | a=1.000000 | H=2.41e-05 | 1196.3 steps/s | 0.00 ms/step | ETA: 0.0 min
Step 22700000/1000000000 | t=2.27e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.6 steps/s | 0.78 ms/step | ETA: 12738.8 min
Step 22750000/1000000000 | t=2.28e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1278.9 steps/s | 0.78 ms/step | ETA: 12735.9 min
Step 22800000/1000000000 | t=2.28e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1279.1 steps/s | 0.78 ms/step | ETA: 12732.8 min
Step 22850000/1000000000 | t=2.29e-01 | T=7341.0 | a=1.000005 | H=2.41e-05 | 1279.3 steps/s | 0.78 ms/step | ETA: 12730.6 min
Step 22900000/1000000000 | t=2.29e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1279.5 steps/s | 0.78 ms/step | ETA: 12727.7 min
Step 22950000/1000000000 | t=2.30e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1279.7 steps/s | 0.78 ms/step | ETA: 12725.3 min
Step 23000000/1000000000 | t=2.30e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1279.9 steps/s | 0.78 ms/step | ETA: 12722.3 min
Step 23050000/1000000000 | t=2.31e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1280.1 steps/s | 0.78 ms/step | ETA: 12720.0 min
Step 23100000/1000000000 | t=2.31e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1280.4 steps/s | 0.78 ms/step | ETA: 12716.6 min
Step 23150000/1000000000 | t=2.32e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1280.6 steps/s | 0.78 ms/step | ETA: 12713.6 min
Step 23200000/1000000000 | t=2.32e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1280.8 steps/s | 0.78 ms/step | ETA: 12710.5 min
Step 23250000/1000000000 | t=2.33e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1281.1 steps/s | 0.78 ms/step | ETA: 12707.4 min
Step 23300000/1000000000 | t=2.33e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1281.4 steps/s | 0.78 ms/step | ETA: 12703.6 min
Step 23350000/1000000000 | t=2.34e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1281.7 steps/s | 0.78 ms/step | ETA: 12699.7 min
Step 23400000/1000000000 | t=2.34e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1281.9 steps/s | 0.78 ms/step | ETA: 12696.9 min
Step 23450000/1000000000 | t=2.35e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1282.1 steps/s | 0.78 ms/step | ETA: 12694.5 min
Step 23500000/1000000000 | t=2.35e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1282.3 steps/s | 0.78 ms/step | ETA: 12692.0 min
Step 23550000/1000000000 | t=2.36e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1282.4 steps/s | 0.78 ms/step | ETA: 12690.0 min
Step 23600000/1000000000 | t=2.36e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1282.7 steps/s | 0.78 ms/step | ETA: 12687.2 min
Step 23650000/1000000000 | t=2.37e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1282.8 steps/s | 0.78 ms/step | ETA: 12685.4 min
Step 23700000/1000000000 | t=2.37e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1283.0 steps/s | 0.78 ms/step | ETA: 12682.8 min
Step 23750000/1000000000 | t=2.38e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1283.2 steps/s | 0.78 ms/step | ETA: 12680.3 min
Step 23800000/1000000000 | t=2.38e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1283.3 steps/s | 0.78 ms/step | ETA: 12678.0 min
Step 23850000/1000000000 | t=2.39e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1283.5 steps/s | 0.78 ms/step | ETA: 12675.6 min
Step 23900000/1000000000 | t=2.39e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1283.7 steps/s | 0.78 ms/step | ETA: 12673.4 min
Step 23950000/1000000000 | t=2.40e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1283.8 steps/s | 0.78 ms/step | ETA: 12671.0 min
Step 24000000/1000000000 | t=2.40e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.0 steps/s | 0.78 ms/step | ETA: 12668.7 min
Step 24050000/1000000000 | t=2.41e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.2 steps/s | 0.78 ms/step | ETA: 12666.3 min
Step 24100000/1000000000 | t=2.41e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.3 steps/s | 0.78 ms/step | ETA: 12664.9 min
Step 24150000/1000000000 | t=2.42e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.4 steps/s | 0.78 ms/step | ETA: 12663.0 min
Step 24200000/1000000000 | t=2.42e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.5 steps/s | 0.78 ms/step | ETA: 12661.2 min
Step 24250000/1000000000 | t=2.43e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.5 steps/s | 0.78 ms/step | ETA: 12660.4 min
Step 24300000/1000000000 | t=2.43e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.6 steps/s | 0.78 ms/step | ETA: 12659.3 min
Step 24350000/1000000000 | t=2.44e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.6 steps/s | 0.78 ms/step | ETA: 12658.6 min
Step 24400000/1000000000 | t=2.44e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.6 steps/s | 0.78 ms/step | ETA: 12657.9 min
Step 24450000/1000000000 | t=2.45e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.6 steps/s | 0.78 ms/step | ETA: 12657.1 min
Step 24500000/1000000000 | t=2.45e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.6 steps/s | 0.78 ms/step | ETA: 12656.0 min
Step 24550000/1000000000 | t=2.46e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.7 steps/s | 0.78 ms/step | ETA: 12654.7 min
Step 24600000/1000000000 | t=2.46e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.8 steps/s | 0.78 ms/step | ETA: 12652.8 min
Step 24650000/1000000000 | t=2.47e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1284.9 steps/s | 0.78 ms/step | ETA: 12651.5 min
Step 24700000/1000000000 | t=2.47e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.0 steps/s | 0.78 ms/step | ETA: 12650.2 min
Step 24750000/1000000000 | t=2.48e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.1 steps/s | 0.78 ms/step | ETA: 12648.3 min
Step 24800000/1000000000 | t=2.48e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.2 steps/s | 0.78 ms/step | ETA: 12646.8 min
Step 24850000/1000000000 | t=2.49e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.3 steps/s | 0.78 ms/step | ETA: 12645.3 min
Step 24900000/1000000000 | t=2.49e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.4 steps/s | 0.78 ms/step | ETA: 12643.7 min
Step 24950000/1000000000 | t=2.50e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.5 steps/s | 0.78 ms/step | ETA: 12642.1 min
Step 25000000/1000000000 | t=2.50e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.5 steps/s | 0.78 ms/step | ETA: 12641.0 min
Step 25050000/1000000000 | t=2.51e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.5 steps/s | 0.78 ms/step | ETA: 12640.4 min
Step 25100000/1000000000 | t=2.51e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.6 steps/s | 0.78 ms/step | ETA: 12639.0 min
Step 25150000/1000000000 | t=2.52e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.7 steps/s | 0.78 ms/step | ETA: 12637.1 min
Step 25200000/1000000000 | t=2.52e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.8 steps/s | 0.78 ms/step | ETA: 12635.8 min
Step 25250000/1000000000 | t=2.53e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.7 steps/s | 0.78 ms/step | ETA: 12635.4 min
Step 25300000/1000000000 | t=2.53e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.8 steps/s | 0.78 ms/step | ETA: 12633.8 min
Step 25350000/1000000000 | t=2.54e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1285.9 steps/s | 0.78 ms/step | ETA: 12632.5 min
Step 25400000/1000000000 | t=2.54e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.0 steps/s | 0.78 ms/step | ETA: 12631.0 min
Step 25450000/1000000000 | t=2.55e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.1 steps/s | 0.78 ms/step | ETA: 12629.3 min
Step 25500000/1000000000 | t=2.55e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.1 steps/s | 0.78 ms/step | ETA: 12629.1 min
Step 25550000/1000000000 | t=2.56e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.1 steps/s | 0.78 ms/step | ETA: 12628.5 min
Step 25600000/1000000000 | t=2.56e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.1 steps/s | 0.78 ms/step | ETA: 12627.6 min
Step 25650000/1000000000 | t=2.57e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.2 steps/s | 0.78 ms/step | ETA: 12625.9 min
Step 25700000/1000000000 | t=2.57e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.3 steps/s | 0.78 ms/step | ETA: 12624.2 min
Step 25750000/1000000000 | t=2.58e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.4 steps/s | 0.78 ms/step | ETA: 12622.1 min
Step 25800000/1000000000 | t=2.58e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.6 steps/s | 0.78 ms/step | ETA: 12620.3 min
Step 25850000/1000000000 | t=2.59e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.7 steps/s | 0.78 ms/step | ETA: 12617.9 min
Step 25900000/1000000000 | t=2.59e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.8 steps/s | 0.78 ms/step | ETA: 12616.3 min
Step 25950000/1000000000 | t=2.60e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1286.9 steps/s | 0.78 ms/step | ETA: 12614.7 min
Step 26000000/1000000000 | t=2.60e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1287.1 steps/s | 0.78 ms/step | ETA: 12612.4 min
Step 26050000/1000000000 | t=2.61e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1287.2 steps/s | 0.78 ms/step | ETA: 12610.7 min
Step 26100000/1000000000 | t=2.61e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1287.3 steps/s | 0.78 ms/step | ETA: 12608.7 min
Step 26150000/1000000000 | t=2.62e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1287.5 steps/s | 0.78 ms/step | ETA: 12606.9 min
Step 26200000/1000000000 | t=2.62e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1287.6 steps/s | 0.78 ms/step | ETA: 12605.2 min
Step 26250000/1000000000 | t=2.63e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1287.7 steps/s | 0.78 ms/step | ETA: 12603.4 min
Step 26300000/1000000000 | t=2.63e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1287.8 steps/s | 0.78 ms/step | ETA: 12601.7 min
Step 26350000/1000000000 | t=2.64e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1287.9 steps/s | 0.78 ms/step | ETA: 12599.9 min
Step 26400000/1000000000 | t=2.64e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.1 steps/s | 0.78 ms/step | ETA: 12597.5 min
Step 26450000/1000000000 | t=2.65e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.2 steps/s | 0.78 ms/step | ETA: 12595.4 min
Step 26500000/1000000000 | t=2.65e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.4 steps/s | 0.78 ms/step | ETA: 12593.2 min
Step 26550000/1000000000 | t=2.66e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.5 steps/s | 0.78 ms/step | ETA: 12591.8 min
Step 26600000/1000000000 | t=2.66e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.6 steps/s | 0.78 ms/step | ETA: 12590.2 min
Step 26650000/1000000000 | t=2.67e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.6 steps/s | 0.78 ms/step | ETA: 12589.3 min
Step 26700000/1000000000 | t=2.67e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.6 steps/s | 0.78 ms/step | ETA: 12588.4 min
Step 26750000/1000000000 | t=2.68e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.6 steps/s | 0.78 ms/step | ETA: 12587.6 min
Step 26800000/1000000000 | t=2.68e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.7 steps/s | 0.78 ms/step | ETA: 12586.5 min
Step 26850000/1000000000 | t=2.69e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.8 steps/s | 0.78 ms/step | ETA: 12585.2 min
Step 26900000/1000000000 | t=2.69e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.8 steps/s | 0.78 ms/step | ETA: 12584.3 min
Step 26950000/1000000000 | t=2.70e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.8 steps/s | 0.78 ms/step | ETA: 12583.0 min
Step 27000000/1000000000 | t=2.70e-01 | T=7341.0 | a=1.000006 | H=2.41e-05 | 1288.8 steps/s | 0.78 ms/step | ETA: 12582.7 min
Step 27050000/1000000000 | t=2.71e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1288.9 steps/s | 0.78 ms/step | ETA: 12581.4 min
Step 27100000/1000000000 | t=2.71e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1288.9 steps/s | 0.78 ms/step | ETA: 12580.4 min
Step 27150000/1000000000 | t=2.72e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.0 steps/s | 0.78 ms/step | ETA: 12579.3 min
Step 27200000/1000000000 | t=2.72e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.0 steps/s | 0.78 ms/step | ETA: 12578.6 min
Step 27250000/1000000000 | t=2.73e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.0 steps/s | 0.78 ms/step | ETA: 12577.4 min
Step 27300000/1000000000 | t=2.73e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.0 steps/s | 0.78 ms/step | ETA: 12576.8 min
Step 27350000/1000000000 | t=2.74e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.0 steps/s | 0.78 ms/step | ETA: 12576.0 min
Step 27400000/1000000000 | t=2.74e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.0 steps/s | 0.78 ms/step | ETA: 12575.5 min
Step 27450000/1000000000 | t=2.75e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.1 steps/s | 0.78 ms/step | ETA: 12574.3 min
Step 27500000/1000000000 | t=2.75e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.1 steps/s | 0.78 ms/step | ETA: 12573.7 min
Step 27550000/1000000000 | t=2.76e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.1 steps/s | 0.78 ms/step | ETA: 12572.7 min
Step 27600000/1000000000 | t=2.76e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.2 steps/s | 0.78 ms/step | ETA: 12571.3 min
Step 27650000/1000000000 | t=2.77e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.2 steps/s | 0.78 ms/step | ETA: 12570.8 min
Step 27700000/1000000000 | t=2.77e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.3 steps/s | 0.78 ms/step | ETA: 12569.3 min
Step 27750000/1000000000 | t=2.78e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12567.4 min
Step 27800000/1000000000 | t=2.78e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.5 steps/s | 0.78 ms/step | ETA: 12565.9 min
Step 27850000/1000000000 | t=2.79e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.5 steps/s | 0.78 ms/step | ETA: 12564.7 min
Step 27900000/1000000000 | t=2.79e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.6 steps/s | 0.78 ms/step | ETA: 12563.6 min
Step 27950000/1000000000 | t=2.80e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.6 steps/s | 0.78 ms/step | ETA: 12562.2 min
Step 28000000/1000000000 | t=2.80e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12560.3 min
Step 28050000/1000000000 | t=2.81e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12559.6 min
Step 28100000/1000000000 | t=2.81e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12558.5 min
Step 28150000/1000000000 | t=2.81e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12557.8 min
Step 28200000/1000000000 | t=2.82e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.9 steps/s | 0.78 ms/step | ETA: 12557.0 min
Step 28250000/1000000000 | t=2.82e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12556.6 min
Step 28300000/1000000000 | t=2.83e-01 | T=7341.0 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12556.1 min
Step 28350000/1000000000 | t=2.83e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12555.4 min
Step 28400000/1000000000 | t=2.84e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.7 steps/s | 0.78 ms/step | ETA: 12555.4 min
Step 28450000/1000000000 | t=2.84e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.7 steps/s | 0.78 ms/step | ETA: 12555.3 min
Step 28500000/1000000000 | t=2.85e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.6 steps/s | 0.78 ms/step | ETA: 12555.7 min
Step 28550000/1000000000 | t=2.85e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.5 steps/s | 0.78 ms/step | ETA: 12555.8 min
Step 28600000/1000000000 | t=2.86e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.5 steps/s | 0.78 ms/step | ETA: 12555.4 min
Step 28650000/1000000000 | t=2.86e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12555.3 min
Step 28700000/1000000000 | t=2.87e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12554.5 min
Step 28750000/1000000000 | t=2.87e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12553.9 min
Step 28800000/1000000000 | t=2.88e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.5 steps/s | 0.78 ms/step | ETA: 12553.1 min
Step 28850000/1000000000 | t=2.88e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12552.8 min
Step 28900000/1000000000 | t=2.89e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12551.9 min
Step 28950000/1000000000 | t=2.89e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.5 steps/s | 0.78 ms/step | ETA: 12551.1 min
Step 29000000/1000000000 | t=2.90e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12550.9 min
Step 29050000/1000000000 | t=2.90e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12550.5 min
Step 29100000/1000000000 | t=2.91e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12550.0 min
Step 29150000/1000000000 | t=2.91e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12549.4 min
Step 29200000/1000000000 | t=2.92e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12548.6 min
Step 29250000/1000000000 | t=2.92e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12547.8 min
Step 29300000/1000000000 | t=2.93e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12547.0 min
Step 29350000/1000000000 | t=2.93e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.4 steps/s | 0.78 ms/step | ETA: 12546.2 min
Step 29400000/1000000000 | t=2.94e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.5 steps/s | 0.78 ms/step | ETA: 12545.0 min
Step 29450000/1000000000 | t=2.94e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.5 steps/s | 0.78 ms/step | ETA: 12544.1 min
Step 29500000/1000000000 | t=2.95e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.6 steps/s | 0.78 ms/step | ETA: 12542.9 min
Step 29550000/1000000000 | t=2.95e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.6 steps/s | 0.78 ms/step | ETA: 12541.5 min
Step 29600000/1000000000 | t=2.96e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.7 steps/s | 0.78 ms/step | ETA: 12540.2 min
Step 29650000/1000000000 | t=2.96e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12539.0 min
Step 29700000/1000000000 | t=2.97e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.8 steps/s | 0.78 ms/step | ETA: 12537.8 min
Step 29750000/1000000000 | t=2.97e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1289.9 steps/s | 0.78 ms/step | ETA: 12536.1 min
Step 29800000/1000000000 | t=2.98e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.0 steps/s | 0.78 ms/step | ETA: 12534.7 min
Step 29850000/1000000000 | t=2.98e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.0 steps/s | 0.78 ms/step | ETA: 12533.8 min
Step 29900000/1000000000 | t=2.99e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.1 steps/s | 0.78 ms/step | ETA: 12532.6 min
Step 29950000/1000000000 | t=2.99e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.2 steps/s | 0.78 ms/step | ETA: 12531.4 min
Step 30000000/1000000000 | t=3.00e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.2 steps/s | 0.78 ms/step | ETA: 12530.8 min
Step 30050000/1000000000 | t=3.00e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.3 steps/s | 0.78 ms/step | ETA: 12529.0 min
Step 30100000/1000000000 | t=3.01e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.3 steps/s | 0.78 ms/step | ETA: 12528.3 min
Step 30150000/1000000000 | t=3.01e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.3 steps/s | 0.77 ms/step | ETA: 12527.0 min
Step 30200000/1000000000 | t=3.02e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.4 steps/s | 0.77 ms/step | ETA: 12525.9 min
Step 30250000/1000000000 | t=3.02e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.4 steps/s | 0.77 ms/step | ETA: 12524.8 min
Step 30300000/1000000000 | t=3.03e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.5 steps/s | 0.77 ms/step | ETA: 12523.5 min
Step 30350000/1000000000 | t=3.03e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.6 steps/s | 0.77 ms/step | ETA: 12522.0 min
Step 30400000/1000000000 | t=3.04e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.6 steps/s | 0.77 ms/step | ETA: 12520.9 min
Step 30450000/1000000000 | t=3.04e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.7 steps/s | 0.77 ms/step | ETA: 12519.4 min
