Step 0/1000000 | t=0.00e+00 | T=15000.0 | a=1.000000 | H=2.41e-05 | 2.1 steps/s | 486.86 ms/step | ETA: 8114.4 min

*** phi threshold exceeded: max|phi|=10118.0 > 10000.0
*** Switching to dense snapshots: every 100 steps

Step 86900/1000000 | t=8.69e+00 | T=14996.9 | a=1.000209 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1157.8 min
Step 87000/1000000 | t=8.70e+00 | T=14996.9 | a=1.000209 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1157.8 min
Step 87100/1000000 | t=8.71e+00 | T=14996.9 | a=1.000210 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1157.6 min
Step 87200/1000000 | t=8.72e+00 | T=14996.9 | a=1.000210 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1157.5 min
Step 87300/1000000 | t=8.73e+00 | T=14996.9 | a=1.000210 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1157.3 min
Step 87400/1000000 | t=8.74e+00 | T=14996.8 | a=1.000210 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1157.1 min
Step 87500/1000000 | t=8.75e+00 | T=14996.8 | a=1.000211 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1157.0 min
Step 87600/1000000 | t=8.76e+00 | T=14996.8 | a=1.000211 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1156.9 min
Step 87700/1000000 | t=8.77e+00 | T=14996.8 | a=1.000211 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1156.7 min
Step 87800/1000000 | t=8.78e+00 | T=14996.8 | a=1.000211 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1156.7 min
Step 87900/1000000 | t=8.79e+00 | T=14996.8 | a=1.000211 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1156.5 min
Step 88000/1000000 | t=8.80e+00 | T=14996.8 | a=1.000212 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1156.4 min
Step 88100/1000000 | t=8.81e+00 | T=14996.8 | a=1.000212 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1156.2 min
Step 88200/1000000 | t=8.82e+00 | T=14996.8 | a=1.000212 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 1156.1 min
Step 88300/1000000 | t=8.83e+00 | T=14996.8 | a=1.000212 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1156.0 min
Step 88400/1000000 | t=8.84e+00 | T=14996.8 | a=1.000213 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1155.8 min
Step 88500/1000000 | t=8.85e+00 | T=14996.8 | a=1.000213 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1155.6 min
Step 88600/1000000 | t=8.86e+00 | T=14996.8 | a=1.000213 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1155.5 min
Step 88700/1000000 | t=8.87e+00 | T=14996.8 | a=1.000213 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1155.4 min
Step 88800/1000000 | t=8.88e+00 | T=14996.8 | a=1.000214 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1155.2 min
Step 88900/1000000 | t=8.89e+00 | T=14996.8 | a=1.000214 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1155.1 min
Step 89000/1000000 | t=8.90e+00 | T=14996.8 | a=1.000214 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1154.9 min
Step 89100/1000000 | t=8.91e+00 | T=14996.8 | a=1.000214 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1154.7 min
Step 89200/1000000 | t=8.92e+00 | T=14996.8 | a=1.000215 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1154.6 min
Step 89300/1000000 | t=8.93e+00 | T=14996.8 | a=1.000215 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1154.5 min
Step 89400/1000000 | t=8.94e+00 | T=14996.8 | a=1.000215 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1154.3 min
Step 89500/1000000 | t=8.95e+00 | T=14996.8 | a=1.000215 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1154.2 min
Step 89600/1000000 | t=8.96e+00 | T=14996.8 | a=1.000216 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1154.1 min
Step 89700/1000000 | t=8.97e+00 | T=14996.8 | a=1.000216 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1154.0 min
Step 89800/1000000 | t=8.98e+00 | T=14996.8 | a=1.000216 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1153.9 min
Step 89900/1000000 | t=8.99e+00 | T=14996.8 | a=1.000216 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1153.8 min
Step 90000/1000000 | t=9.00e+00 | T=14996.8 | a=1.000217 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1153.6 min
Step 90100/1000000 | t=9.01e+00 | T=14996.7 | a=1.000217 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1153.5 min
Step 90200/1000000 | t=9.02e+00 | T=14996.7 | a=1.000217 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1153.5 min
Step 90300/1000000 | t=9.03e+00 | T=14996.7 | a=1.000217 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1153.4 min
Step 90400/1000000 | t=9.04e+00 | T=14996.7 | a=1.000217 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1153.2 min
Step 90500/1000000 | t=9.05e+00 | T=14996.7 | a=1.000218 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1153.0 min
Step 90600/1000000 | t=9.06e+00 | T=14996.7 | a=1.000218 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1152.9 min
Step 90700/1000000 | t=9.07e+00 | T=14996.7 | a=1.000218 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1152.7 min
Step 90800/1000000 | t=9.08e+00 | T=14996.7 | a=1.000218 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1152.6 min
Step 90900/1000000 | t=9.09e+00 | T=14996.7 | a=1.000219 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1152.5 min
Step 91000/1000000 | t=9.10e+00 | T=14996.7 | a=1.000219 | H=2.41e-05 | 13.1 steps/s | 76.07 ms/step | ETA: 1152.4 min
Step 91100/1000000 | t=9.11e+00 | T=14996.7 | a=1.000219 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1152.2 min
Step 91200/1000000 | t=9.12e+00 | T=14996.7 | a=1.000219 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1152.1 min
Step 91300/1000000 | t=9.13e+00 | T=14996.7 | a=1.000220 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1151.9 min
Step 91400/1000000 | t=9.14e+00 | T=14996.7 | a=1.000220 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1151.8 min
Step 91500/1000000 | t=9.15e+00 | T=14996.7 | a=1.000220 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1151.6 min
Step 91600/1000000 | t=9.16e+00 | T=14996.7 | a=1.000220 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1151.5 min
Step 91700/1000000 | t=9.17e+00 | T=14996.7 | a=1.000221 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1151.3 min
Step 91800/1000000 | t=9.18e+00 | T=14996.7 | a=1.000221 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1151.3 min
Step 91900/1000000 | t=9.19e+00 | T=14996.7 | a=1.000221 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1151.2 min
Step 92000/1000000 | t=9.20e+00 | T=14996.7 | a=1.000221 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1151.0 min
Step 92100/1000000 | t=9.21e+00 | T=14996.7 | a=1.000222 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1150.8 min
Step 92200/1000000 | t=9.22e+00 | T=14996.7 | a=1.000222 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1150.7 min
Step 92300/1000000 | t=9.23e+00 | T=14996.7 | a=1.000222 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1150.5 min
Step 92400/1000000 | t=9.24e+00 | T=14996.7 | a=1.000222 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1150.4 min
Step 92500/1000000 | t=9.25e+00 | T=14996.7 | a=1.000223 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1150.2 min
Step 92600/1000000 | t=9.26e+00 | T=14996.7 | a=1.000223 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1150.2 min
Step 92700/1000000 | t=9.27e+00 | T=14996.7 | a=1.000223 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1150.0 min
Step 92800/1000000 | t=9.28e+00 | T=14996.7 | a=1.000223 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 1150.0 min
Step 92900/1000000 | t=9.29e+00 | T=14996.6 | a=1.000224 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1149.8 min
Step 93000/1000000 | t=9.30e+00 | T=14996.6 | a=1.000224 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1149.6 min
Step 93100/1000000 | t=9.31e+00 | T=14996.6 | a=1.000224 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1149.5 min
Step 93200/1000000 | t=9.32e+00 | T=14996.6 | a=1.000224 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 1149.3 min
Step 93300/1000000 | t=9.33e+00 | T=14996.6 | a=1.000224 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1149.1 min
Step 93400/1000000 | t=9.34e+00 | T=14996.6 | a=1.000225 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1149.0 min
Step 93500/1000000 | t=9.35e+00 | T=14996.6 | a=1.000225 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1148.9 min
Step 93600/1000000 | t=9.36e+00 | T=14996.6 | a=1.000225 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1148.7 min
Step 93700/1000000 | t=9.37e+00 | T=14996.6 | a=1.000225 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1148.5 min
Step 93800/1000000 | t=9.38e+00 | T=14996.6 | a=1.000226 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1148.5 min
Step 93900/1000000 | t=9.39e+00 | T=14996.6 | a=1.000226 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1148.3 min
Step 94000/1000000 | t=9.40e+00 | T=14996.6 | a=1.000226 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1148.2 min
Step 94100/1000000 | t=9.41e+00 | T=14996.6 | a=1.000226 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1148.0 min
Step 94200/1000000 | t=9.42e+00 | T=14996.6 | a=1.000227 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1148.0 min
Step 94300/1000000 | t=9.43e+00 | T=14996.6 | a=1.000227 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1147.8 min
Step 94400/1000000 | t=9.44e+00 | T=14996.6 | a=1.000227 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1147.7 min
Step 94500/1000000 | t=9.45e+00 | T=14996.6 | a=1.000227 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 1147.5 min
Step 94600/1000000 | t=9.46e+00 | T=14996.6 | a=1.000228 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 1147.3 min
Step 94700/1000000 | t=9.47e+00 | T=14996.6 | a=1.000228 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 1147.2 min
Step 94800/1000000 | t=9.48e+00 | T=14996.6 | a=1.000228 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 1147.1 min
Step 94900/1000000 | t=9.49e+00 | T=14996.6 | a=1.000228 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 1146.9 min
Step 95000/1000000 | t=9.50e+00 | T=14996.6 | a=1.000229 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 1146.8 min
Step 95100/1000000 | t=9.51e+00 | T=14996.6 | a=1.000229 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 1146.6 min
Step 95200/1000000 | t=9.52e+00 | T=14996.6 | a=1.000229 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 1146.5 min
Step 95300/1000000 | t=9.53e+00 | T=14996.6 | a=1.000229 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1146.3 min
Step 95400/1000000 | t=9.54e+00 | T=14996.6 | a=1.000230 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1146.2 min
Step 95500/1000000 | t=9.55e+00 | T=14996.6 | a=1.000230 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1146.0 min
Step 95600/1000000 | t=9.56e+00 | T=14996.6 | a=1.000230 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1145.9 min
Step 95700/1000000 | t=9.57e+00 | T=14996.5 | a=1.000230 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1145.7 min
Step 95800/1000000 | t=9.58e+00 | T=14996.5 | a=1.000230 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1145.6 min
Step 95900/1000000 | t=9.59e+00 | T=14996.5 | a=1.000231 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1145.5 min
Step 96000/1000000 | t=9.60e+00 | T=14996.5 | a=1.000231 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1145.4 min
Step 96100/1000000 | t=9.61e+00 | T=14996.5 | a=1.000231 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1145.2 min
Step 96200/1000000 | t=9.62e+00 | T=14996.5 | a=1.000231 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1145.2 min
Step 96300/1000000 | t=9.63e+00 | T=14996.5 | a=1.000232 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1145.0 min
Step 96400/1000000 | t=9.64e+00 | T=14996.5 | a=1.000232 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1144.9 min
Step 96500/1000000 | t=9.65e+00 | T=14996.5 | a=1.000232 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1144.7 min
Step 96600/1000000 | t=9.66e+00 | T=14996.5 | a=1.000232 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1144.6 min
Step 96700/1000000 | t=9.67e+00 | T=14996.5 | a=1.000233 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1144.4 min
Step 96800/1000000 | t=9.68e+00 | T=14996.5 | a=1.000233 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1144.3 min
Step 96900/1000000 | t=9.69e+00 | T=14996.5 | a=1.000233 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1144.2 min
Step 97000/1000000 | t=9.70e+00 | T=14996.5 | a=1.000233 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1144.1 min
Step 97100/1000000 | t=9.71e+00 | T=14996.5 | a=1.000234 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1143.9 min
Step 97200/1000000 | t=9.72e+00 | T=14996.5 | a=1.000234 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1143.8 min
Step 97300/1000000 | t=9.73e+00 | T=14996.5 | a=1.000234 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1143.6 min
Step 97400/1000000 | t=9.74e+00 | T=14996.5 | a=1.000234 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1143.5 min
Step 97500/1000000 | t=9.75e+00 | T=14996.5 | a=1.000235 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1143.4 min
Step 97600/1000000 | t=9.76e+00 | T=14996.5 | a=1.000235 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1143.2 min
Step 97700/1000000 | t=9.77e+00 | T=14996.5 | a=1.000235 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1143.1 min
Step 97800/1000000 | t=9.78e+00 | T=14996.5 | a=1.000235 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1143.0 min
Step 97900/1000000 | t=9.79e+00 | T=14996.5 | a=1.000236 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1142.9 min
Step 98000/1000000 | t=9.80e+00 | T=14996.5 | a=1.000236 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1142.7 min
Step 98100/1000000 | t=9.81e+00 | T=14996.5 | a=1.000236 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1142.6 min
Step 98200/1000000 | t=9.82e+00 | T=14996.5 | a=1.000236 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1142.5 min
Step 98300/1000000 | t=9.83e+00 | T=14996.5 | a=1.000237 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1142.4 min
Step 98400/1000000 | t=9.84e+00 | T=14996.4 | a=1.000237 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1142.3 min
Step 98500/1000000 | t=9.85e+00 | T=14996.4 | a=1.000237 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 1142.2 min
Step 98600/1000000 | t=9.86e+00 | T=14996.4 | a=1.000237 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1142.0 min
Step 98700/1000000 | t=9.87e+00 | T=14996.4 | a=1.000237 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1141.8 min
Step 98800/1000000 | t=9.88e+00 | T=14996.4 | a=1.000238 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1141.7 min
Step 98900/1000000 | t=9.89e+00 | T=14996.4 | a=1.000238 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1141.5 min
Step 99000/1000000 | t=9.90e+00 | T=14996.4 | a=1.000238 | H=2.41e-05 | 13.2 steps/s | 76.01 ms/step | ETA: 1141.4 min
Step 99100/1000000 | t=9.91e+00 | T=14996.4 | a=1.000238 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 1141.2 min
Step 99200/1000000 | t=9.92e+00 | T=14996.4 | a=1.000239 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 1141.0 min
Step 99300/1000000 | t=9.93e+00 | T=14996.4 | a=1.000239 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 1140.9 min
Step 99400/1000000 | t=9.94e+00 | T=14996.4 | a=1.000239 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 1140.8 min
Step 99500/1000000 | t=9.95e+00 | T=14996.4 | a=1.000239 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 1140.6 min
Step 99600/1000000 | t=9.96e+00 | T=14996.4 | a=1.000240 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 1140.4 min
Step 99700/1000000 | t=9.97e+00 | T=14996.4 | a=1.000240 | H=2.41e-05 | 13.2 steps/s | 75.99 ms/step | ETA: 1140.3 min
Step 99800/1000000 | t=9.98e+00 | T=14996.4 | a=1.000240 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 1140.3 min
Step 99900/1000000 | t=9.99e+00 | T=14996.4 | a=1.000240 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 1140.1 min

!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
NaN DETECTED at step 100000 (t_phys=1.000000e+01)
  NaN sites: phi=16777216/16777216, pi=16777216/16777216
  |phi|_max = 0.0000e+00
  noise_scale = 3.000000e+01
  eta_eff = 3.000722e-04, T = 14996.4, inv_a2 = 0.9995189905
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
  Debug state saved: data/set6/256x256x256_T0_15000_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_0.3_rk2_nonfused_table/field_states/state_step_0000100000_NaN_debug.npz
  ABORTING simulation.

============================================================
SIMULATION FINISHED!
============================================================

Timing:
  Total time: 126.73 minutes (7603.8 seconds)
  Average: 131.5 steps/second
  Time per step: 7.604 ms

Simulation Parameters:
  Grid: 256×256×256
  Total steps: 1,000,000
  Initial temperature: 15000.0
  Cooling rate: 0.001
  dx_phys: 0.001
  dt_phys: 0.0001

Optimizations Used:
  Single-pass fused RK2: False
  Fused RK2: False
  Vprime table: True (size=16384)
  In-kernel RNG: True
  Field precision: float32
  Spline resolution (N_Y): 256
  Numba threads: 11

Output:
  Snapshots saved: data/set6/256x256x256_T0_15000_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_0.3_rk2_nonfused_table
  Snapshot interval: every 10000 steps
  Total snapshots: 100

Completed: 2026-02-25 01:35:57

Metadata saved to: data/set6/256x256x256_T0_15000_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_0.3_rk2_nonfused_table/simulation_metadata.npz
Field states saved to: data/set6/256x256x256_T0_15000_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_0.3_rk2_nonfused_table/field_states/
Use revisualize_snapshots.py to replot with different settings
============================================================
